,movie_title,movie_id,summary_35
1460,Here Comes Cookie (1935),1461,A millionaire signs away his fortune to his other daughter to test his other daughter's boyfriend. The other daughter turns the mansion into a home for unemployed actors. The boyfriend tries to win her over when he learns she has the money.
1461,"Thieves (Voleurs, Les) (1996)",1462,"Aladdin is about to marry Princess Jasmine, but the wedding is disrupted by 40 Thieves trying to steal a magical talisman. Aladdin embarks on a quest to stop the thieves and find his long-lost father, all while worrying about becoming a good father himself."
1462,"Boys, Les (1997)",1463,"""Goon"" is a hilarious comedy that delves into the world of men through an amateur hockey team. The film comically analyzes every male stereotype, making it an entertaining watch for all."
1463,"Stars Fell on Henrietta, The (1995)",1464,"In the movie, an elderly ""oil man"" convinces a financially struggling man that there is oil on his land during the oil boom in early America. The story explores the cost of chasing wealth and success."
1464,Last Summer in the Hamptons (1995),1465,"""Last Summer in the Hamptons"" is a comedic drama about a theatrical family's final weekend at their retreat. A Hollywood actress disrupts their gathering, revealing family secrets. The film explores the complexities of family dynamics and the impact of economic circumstances."
1465,Margaret's Museum (1995),1466,"""Margaret enjoys being single in a town where men die in the coalpit until she meets Neil, a charming dishwasher. But the danger of the pit looms. A heartfelt story of love and loss in a mining town."""
1466,"Saint of Fort Washington, The (1993)",1467,"A young schizophrenic, Matthew, is left homeless after his apartment is torn down. Threatened by a thug, he seeks help from Jerry, a combat veteran. The two form a father-son bond while navigating the challenges of homelessness."
1467,"Cure, The (1995)",1468,"Erik befriends his neighbor Dexter, who has AIDS, much to his mother's disapproval. They embark on a journey to New Orleans, hoping to find a cure. The heartwarming story highlights the importance of friendship and hope in difficult times."
1468,Tom and Huck (1995),1469,Tom Sawyer and Huckleberry Finn's boyish adventures take a dark turn after witnessing a murder. The mid-1800s US town setting adds to the charm of this mischievous tale.
1469,Gumby: The Movie (1995),1470,"Gumby's benefit concert is in danger from the Blockheads, who plan to replace the city with robots in this offshoot of the 1950s ""claymation"" cartoon series."
1470,Hideaway (1995),1471,Hatch Harrison's near-death experience leads to an unexpected union with a mad killer. The thriller movie portrays the unsettling consequences of this connection.
1471,"Visitors, The (Visiteurs, Les) (1993)",1472,A medieval nobleman and his squire time travel to the present day. They seek help from their descendant to return home while adapting to the modern world. The storyline is humorous and entertaining.
1472,"Little Princess, The (1939)",1473,A privileged Sara Crewe lives a happy life until her father goes missing during the Boer War. She becomes a poor house maid at her former school and refuses to believe her father is dead. Sara's determination to locate him is aided by luck and Royal intervention.
1473,Nina Takes a Lover (1994),1474,"A married woman, Nina, has an affair with a photographer while her husband is away. The story is told through interviews with the journalist, revealing the couple's attitudes towards adultery."
1474,Bhaji on the Beach (1993),1475,"A diverse group of Indian women from Birmingham travel to Blackpool for a day trip. Despite their differences, the events of the day help them bond and form a sense of solidarity."
1475,Raw Deal (1948),1476,"Joe Sullivan is set up for a prison escape by Rick, who owes him money. With the help of his girlfriend and legal caseworker, Joe tries to escape and faces questions about his true nature and which woman he belongs with. Will he prove to be a heartless criminal or reveal a heart of gold?"
1476,Nightwatch (1997),1477,"A paranoid law student takes a job as a night-watchman in a morgue to study, but ends up becoming a suspect in a serial killer case. The movie explores the theme of fear and suspicion in a scary setting."
1477,Dead Presidents (1995),1478,"An action-packed heist movie directed by the Hughes brothers, explores the disillusionment of Black Americans with social issues and civil rights in the 1960s, post their involvement in the Vietnam War. The plot revolves around a heist of old bills, retired from circulation, and destined by the government to be ""money to burn."""
1478,Reckless (1995),1479,"A man hires a hitman to kill his wife, but confesses on Christmas Eve. His wife flees and finds shelter with a seemingly nice couple, but soon realizes they have dark secrets. The movie is a wacky thriller with a tense atmosphere."
1479,Herbie Rides Again (1974),1480,"A mean property developer wants to build a shopping mall but an elderly widow won't sell her land. He uses every trick to obtain it, but she has Herbie, the miraculous Volkswagen, on her side."
1480,S.F.W. (1994),1481,"Cliff Spab becomes a national hero after taking a bullet for Wendy during a terrorist hostage situation. However, the media's obsession with their story strains their relationship."
1481,"Gate of Heavenly Peace, The (1995)",1482,The documentary portrays the events that occurred in Tiananmen Square in 1989. It showcases the struggle for democracy and the Chinese government's brutal crackdown on peaceful protesters. The film highlights the importance of human rights and the need for political freedom.
1482,"Man in the Iron Mask, The (1998)",1483,"In ""The Man in the Iron Mask,"" three musketeers aim to dethrone the selfish King of France and replace him with his secret twin brother. D'Artagnan must choose between loyalty to his friends or doing what's right for his country. The story is a thrilling tale of betrayal and sacrifice."
1483,"Jerky Boys, The (1994)",1484,"Two pranksters impersonate a mob boss to gain favour with organized crime, but soon find themselves wanted by the mafia, police and their neighbour. The storyline is a comedic take on the dangers of trying to get ahead through dishonest means."
1484,"Colonel Chabert, Le (1994)",1485,"After being declared dead, Colonel Chabert returns to Paris to reclaim his money and honor from his widow, who has married a count and is using his money to finance his rise to power. With the help of a lawyer, Chabert fights to regain what is rightfully his."
1485,Girl in the Cadillac (1995),1486,"A young runaway agrees to drive the getaway car for a bank robbery in exchange for $5,000. Things go wrong, people get shot, and the couple ends up with $75,000. But when the girl wants to return the money, her partner disagrees. A thrilling crime story with a moral dilemma."
1486,Even Cowgirls Get the Blues (1993),1487,"Sissy Hankshaw, with her unique thumbs, hitchhikes across the U.S. and becomes a model. While shooting a commercial on a beauty ranch, she befriends cowgirl Bonanza Jellybean. The cowgirls take over the ranch and drug the cranes with peyote, leading to a police siege."
1487,Germinal (1993),1488,"Exploited coal miners in 19th century France go on strike, but are repressed by authorities. A story of oppression and resistance."
1488,Chasers (1994),1489,"A Navy sailor is tasked with escorting a female prisoner to jail. However, the woman tries to escape and the sailor is caught in the middle. The storyline is filled with tension and suspense."
1489,Fausto (1993),1490,"Fausto, an orphan, befriends Raymond and learns tailoring from Mietek in the Jewish quarter. He falls in love with Tonie and becomes a famous couturier after making outrageous suits. The story is heartwarming and inspiring, highlighting the power of friendship and hard work."
1490,Tough and Deadly (1995),1491,"Elmo Freech, a private investigator, helps CIA agent John Portland uncover a drug smuggling case involving high-ranking officials from the CIA and Washington. The storyline portrays a corrupt system that needs to be exposed."
1491,Window to Paris (1994),1492,"Nikolay, a music teacher, is fired and forced to live in a gym. He finds a communal room in a flat where an old lady died, leaving her cat Maxi locked inside. The room has a window to Paris, leading to a comedic temptation to profit from the discovery."
1492,"Modern Affair, A (1995)",1493,"""A Modern Affair"" is a romantic comedy about a successful woman's desire for motherhood. Grace Rhodes enlists a sperm bank's services and becomes pregnant, curious about the donor's identity. She meets Peter, a sperm donor, and they embark on a journey towards parenthood and possibly love."
1493,"Mostro, Il (1994)",1494,"A suspected sex killer, Loris, is under surveillance by undercover policewoman Jessica. However, Loris always has an innocent explanation for his compromising situations. The story revolves around their cat and mouse game, leading to unexpected twists and turns."
1494,Flirt (1995),1495,"""Three cities, three love stories. Each with a lover who must decide whether to commit to their returning partner. But with exes and other relationships in the mix, what choices will they make? A poignant exploration of love and commitment."""
1495,Carpool (1996),1496,"A man taking care of his neighborhood's school children gets caught up in a comedic chase when he and the kids become hostages in a van. The situation leads to a lifestyle change for everyone involved, including the man's relationship with his children."
1496,"Line King: Al Hirschfeld, The (1996)",1497,"""Al Hirschfeld: The Line King"" is a heartwarming documentary about the life of legendary artist Al Hirschfeld. The film explores his childhood, adolescence, and adult years, showcasing his incredible talent and work ethic. With interviews from friends and associates, this film is a must-watch for fans of the entertainment industry."
1497,Farmer & Chase (1995),1498,"A son tries to prove himself to his career criminal father by joining the family business. However, his relationship with his girlfriend causes problems, especially when the FBI starts investigating. The movie explores themes of loyalty, family, and the consequences of criminal activity."
1498,Grosse Fatigue (1994),1499,"The movie explores the concept of creation and the beginning of everything. It showcases the emptiness and darkness before the existence of life and light. The storyline portrays the idea of a single entity that gave birth to everything, including the great god Bumba."
1499,Santa with Muscles (1996),1500,"A wealthy man becomes Santa Claus following an accident that causes him to lose his memory. The storyline is heartwarming and positive, emphasizing the spirit of Christmas and the power of belief."
1500,Prisoner of the Mountains (Kavkazsky Plennik) (1996),1501,Two Russian soldiers are taken prisoner by Muslim rebels in the Caucasus. Their ordeal explores the human soul of two different cultures in this bittersweet tale based on a story by Leo Tolstoy.
1501,Naked in New York (1994),1502,"Naked in New York is a nostalgic tale of Jake's life, his parents, college, best friend, writing career and girlfriend Joanne. The movie highlights the importance of seeking help in life and how memories shape our present."
1502,Gold Diggers: The Secret of Bear Mountain (1995),1503,"Beth and her mother move to a small town after her father's death. Beth befriends Jody, who is shunned by her peers. Jody dreams of finding lost gold in Bear Mountain. Beth helps her find the cave where the gold is supposedly hidden. The movie explores Jody's life through Beth's eyes."
1503,"Bewegte Mann, Der (1994)",1504,"Axel's girlfriend Doro catches him cheating and throws him out. He ends up living with a gay man, Walter, and meets Norbert, who lets him stay. Doro discovers she's pregnant and tries to win him back, unaware of his new living situation. The film explores the humorous interactions between the straight and gay worlds."
1504,Killer: A Journal of Murder (1995),1505,"A guard befriends Carl Panzram, a violent criminal, and learns of his brutal past while he serves time in prison. Despite his dark history, the guard believes Panzram can be redeemed, challenging the prison staff's beliefs."
1505,Nelly & Monsieur Arnaud (1995),1506,"After a recent divorce, Nelly meets retired salesman M. Arnaud. Their unique relationship develops in this captivating film."
1506,Three Lives and Only One Death (1996),1507,"""Three Lives and Only One Death"" takes viewers on a surreal journey through Paris, exploring themes of love, crime, and the fluidity of time. Ruiz's dreamlike storytelling creates a mesmerizing experience that leaves a lasting impression."
1507,"Babysitter, The (1995)",1508,"Wally forgets he promised to babysit Chuckie, so he asks Beaver to do it. But Beaver is surprised to find out he's babysitting Chuckie's older sister, Pat. He hopes she won't tell anyone he played ""girl"" games, but things go even worse than he expected."
1508,Getting Even with Dad (1994),1509,"A father and ex-con plans a heist to buy a bakery with his accomplices. His son Timmy, who he hasn't seen in years, unexpectedly shows up. Ignored during the planning, Timmy steals the coins and hides them. Father and son bond while retrieving the coins, but Timmy won't stay unless his father gives them up."
1509,Mad Dog Time (1996),1510,"Mob boss Vic returns to business and finds his assistant Mickey is having an affair with his girl and her sister. Other mobsters think Vic is weak and hope to take his place. Vic must decide whom to kill and prove he's still powerful. A tale of love, betrayal, and power struggle."
1510,Children of the Revolution (1996),1511,"A secret love affair between Stalin and an Australian woman resulted in a ""love-child"" that nearly caused civil war in Australia. The storyline is intriguing and carries a sense of scandal and political tension."
1511,"World of Apu, The (Apur Sansar) (1959)",1512,"Apu, now free from attachment, struggles to make ends meet after giving up his degree. He falls in love with Aparna and they have a child. Life's joys, hopes, sadness, and tragedies culminate in the most momentous decision of his life."
1512,Sprung (1997),1513,Two pairs of friends meet at a party. Clyde deceives Adina into bed by pretending to be rich. Adina discovers the truth and becomes his enemy. Montel and Brandy fall in love and plan to marry. Adina and Clyde try to stop them.
1513,Dream With the Fishes (1997),1514,A suicidal man meets a terminally ill man who offers him a deal: become the beneficiary of his life insurance or help him realize a few fantasies before dying. Terry agrees to help and discovers a new appreciation for life.
1514,Wings of Courage (1995),1515,"""High and Mighty"" is a touching story of courage and determination set in 1920's South America. French pilots' struggle to offer a reliable airmail service over the Andes. When one of them crashes, he fights to get back to civilization on foot while his wife and colleagues fear the worst."
1515,"Wedding Gift, The (1994)",1516,"I'm sorry, but there is no storyline provided for me to analyze and generate a summary from. Please provide me with the necessary information."
1516,Race the Sun (1996),1517,"A science teacher in Hawaii motivates her students to create a solar-powered car for a race. Despite obstacles and naysayers, they persevere to compete against corporate giants and academic elites in a 2,800km race. The movie highlights the importance of believing in oneself and overcoming societal expectations."
1517,Losing Isaiah (1995),1518,"African-American baby is adopted by a white social worker and her husband after being abandoned by his crack addicted mother. The mother later finds out her son is alive and fights for his custody. A story of love, loss, and the complexities of adoption."
1518,New Jersey Drive (1995),1519,"""New Jersey teens steal cars for fun, but things take a dark turn when they steal a police car. The violent response from the cops leads to a dangerous situation for the young thieves."""
1519,"Fear, The (1995)",1520,A group's fear therapy weekend turns into a nightmare when they are terrorized by a wooden monster.
1520,Mr. Wonderful (1993),1521,"Gus, an electrician, buys a bowling alley with friends but can't get a loan due to alimony payments to his ex-wife, Leonora. To speed things up, he tries to matchmake Leonora with potential husbands. Though unsuccessful, it reignites their feelings for each other."
1521,Trial by Jury (1994),1522,"A mother, Valerie, faces a difficult choice when her son's life is threatened during her time as a juror in the trial of a mob boss. She must decide whether to prioritize justice or protect her child."
1522,"Good Man in Africa, A (1994)",1523,"A womanizing British diplomat is caught in bed with the wife of a corrupt Kinjanjan Presidential candidate. He is forced to bribe an official, but the lone holdout is Kinjanja's own brick wall of integrity, Dr. Alex Murray. The diplomat must also contend with his stuffy boss, lusty wife, and their friendly daughter."
1523,Kaspar Hauser (1993),1524,"Kaspar Hauser, son of the Duke of Baden, was swapped at birth and grew up in prison without education. As a teenager, he was reintroduced to society, but before discovering his true identity, he was killed. The story portrays the tragic life of a boy denied his rightful place in society."
1524,"Object of My Affection, The (1998)",1525,"A heartwarming yet complicated story of a gay man, George, and his pregnant best friend, Nina. As Nina's boyfriend pushes for marriage, George struggles to become an unwed surrogate dad. The movie explores themes of love, friendship, and unconventional families."
1525,Witness (1985),1526,"A detective investigating a murder goes into hiding among an Amish community, where he learns their ways of non-violence and falls in love with a local woman. However, danger follows him as the culprits discover his location. The movie explores the contrast between the peaceful Amish lifestyle and the violence of the outside world."
1526,Senseless (1998),1527,"Darryl, a black college student, participates in a competition to secure a job at a brokerage company. He agrees to test a drug that enhances senses by ten times. The movie explores the consequences of this decision."
1527,Nowhere (1997),1528,"A group of teens experience bizarre events, including alien abductions, suicides, and rape, while trying to navigate their emotions before the ""greatest party of the year"". The storyline explores heavy themes of trauma, sexuality, and substance abuse."
1528,Underground (1995),1529,"""Underground weapons manufacturer in Belgrade during WWII produces weapons even after the war ends. Workers break out years later, believing the war is still on."" This surreal movie explores the impact of war on human psyche and the blurring of reality."
1529,Jefferson in Paris (1995),1530,"""JEFFERSON IN PARIS"" explores Thomas Jefferson's life in France as the U.S. ambassador to Louis XVI's court. The movie delves into his relationships with the French, his daughters, and his 15-year-old slave Sally Hemings, raising speculations of an affair and fathering a child with her. The film takes place amidst the beginning of the French Revolution."
1530,Far From Home: The Adventures of Yellow Dog (1995),1531,Angus adopts a dog named Yellow and gets stranded with his father on a boat. Angus and Yellow use survival skills to attract rescuers while John and Katherine badger rescue teams. A heartwarming tale of companionship and survival in the wilderness.
1531,Foreign Student (1994),1532,"Philippe Leclerc, a French student, goes to study in the USA. He struggles to adjust to the cultural differences but eventually adapts. He falls in love with April, a Black domestic worker, while a Southern belle falls for him. The story explores themes of cultural differences, love, and adaptation."
1532,I Don't Want to Talk About It (De eso no se habla) (1993),1533,"Leonor raises her dwarf daughter Charlotte in a small South American town, shielding her from the world's harsh realities. Charlotte becomes an accomplished young woman, but everything changes when the circus comes to town."
1533,Twin Town (1997),1534,"Twin Town is a dark comedy film about two brothers, Julian and Jeremy, who turn to drug abuse and car theft to escape their dysfunctional family and make a living. When their father is injured while working for wealthy club owner Bryn, they plan a revenge attack that leads to hilarious and chaotic consequences."
1534,"Enfer, L' (1994)",1535,"In the movie, Paul, a hotel manager, becomes increasingly paranoid about his wife's infidelity, leading him down a path of jealousy and madness. His descent into personal hell eventually leads to tragic consequences."
1535,Aiqing wansui (1994),1536,"""Three individuals share an apartment - a real estate agent who uses it for her affairs, her lover, and a man who has stolen the key. The film explores their lives and secrets in this shared space."""
1536,Cosi (1996),1537,"In ""Cosi,"" a young theater director takes on a job at a mental institution and is tasked with directing a production of Mozart's ""Cosi Fan Tutte"" with a cast of mentally ill patients. Despite many challenges, the production is a success and the director forms a deep connection with his cast before saying goodbye."
1537,All Over Me (1997),1538,"""Kids"" is a gritty portrayal of 90s youth subculture in New York. Claude and Ellen's friendship is tested when a senseless death occurs, exposing the harsh realities of drugs, homophobia, and violence."
1538,Being Human (1993),1539,"Leo, Pearl, and Hal visit Annie and Tom's to honor the Chosen One, Eve. Hal is less thrilled since it means exterminating vampires. Leo and Pearl pass over, and Hal almost kills Eve but is stopped by Tom. Fergus, Griffin's successor, is now on their trail."
1539,"Amazing Panda Adventure, The (1995)",1540,A young American boy helps rescue a baby panda from poachers in China with the help of a local girl and her grandfather. Their success in saving the cub will also save the preserve from being shut down by bureaucrats. Heartwarming and adventurous.
1540,"Beans of Egypt, Maine, The (1994)",1541,"""Blue Sky"" depicts the life of Reuben, a man with a criminal past, who leaves behind his wife and children. The story follows the lives of Beal and Roberta, and their unconventional family dynamic, observed by a neighbor, Earlene. Despite their crude ways, Earlene is drawn to their earthiness, directness, and unity, which contrasts her oppressive family life."
1541,"Scarlet Letter, The (1926)",1542,"A Puritan seamstress, Hester Prynne, falls in love with minister Arthur Dimmesdale, but their relationship is forbidden. Hester is punished for adultery and forced to wear a scarlet letter ""A"" for life. Dimmesdale is urged to reveal the identity of the father, causing a public scandal."
1542,Johns (1996),1543,"A struggling prostitute wants to spend his birthday at a posh hotel but gets robbed. He befriends a newcomer who wants to leave the city for a theme park. The day is spent hustling for money, avoiding trouble, and navigating new friendships. A gritty, heartwarming tale of survival and unlikely connections."
1543,It Takes Two (1995),1544,"Two identical strangers, Alyssa and Amanda, join forces to stop Alyssa's father from marrying a terrible woman. The heartwarming story shows the power of friendship and the lengths people will go to protect those they care about."
1544,Frankie Starlight (1995),1545,"""Frankie Starlight"" is a sentimental drama about a man with dwarfism who writes about his life. The film follows his mother's struggles to raise him in Ireland, his surrogate father's lessons about the stars, and their move to America, where they struggle to fit in."
1545,Shadows (Cienie) (1988),1546,"In ""The Road Home,"" Jerzy, a Polish boy, is reunited with his mother and grandfather after being taken by Germans during WWII. However, he struggles to adjust to his new life with a communist stepfather and longs for his missing father, leading to resentment and taunting from his peers."
1546,"Show, The (1995)",1547,"Nomi Malone, a determined dancer with a troubled past, lands a job at a strip club in Vegas. She catches the eye of the topless production's headliner and her boyfriend, presenting her with opportunities to achieve her dream. Nomi must decide how far she's willing to go to succeed in the cutthroat world of Vegas entertainment."
1547,The Courtyard (1995),1548,Architect Jonathan becomes the target of a murder in his new LA apartment complex. A neighbor is mistakenly killed in his place. The storyline is suspenseful and thrilling.
1548,Dream Man (1995),1549,"Kris, a psychic homicide cop, investigates a case involving a millionaire's murder. She believes the prime suspect, the victim's younger husband, is innocent. But her visions may not be reliable. The movie explores the theme of trust in one's abilities and intuition."
1549,Destiny Turns on the Radio (1995),1550,Johnny Destiny drives into Las Vegas in his hot car and picks up a stranger. But strange electrical disturbances and fate interfere with the stranger's plan to recover his money and lost love from an old bank heist. The movie explores the theme of destiny and the unexpected turns life can take.
1550,"Glass Shield, The (1994)",1551,"The first black officer at a sheriff's department, J.J. faces discrimination from fellow officers. He befriends the first female officer who also faces similar discrimination. J.J. uncovers police corruption during a murder trial and puts himself in danger to serve justice."
1551,"Hunted, The (1995)",1552,"A computer-chip executive from New York meets a woman in Nagoya and inadvertently interrupts an assassination by a feared Ninja-cult. He teams up with a samurai couple to survive and learns about courage, honor, love, and loyalty. The final confrontation is rife with bloody swordplay and spectacular martial-arts action sequences."
1552,"Underneath, The (1995)",1553,"A prodigal son returns home to reconcile with his family and ex-wife, while trying to win her back. He takes up a job as an armored car driver, but gets caught in a heist plan to save himself and his wife from her dangerous boyfriend. A tale of redemption, love, and crime."
1553,Safe Passage (1994),1554,A mother's struggle to maintain control over her family takes a back seat when news of her son's possible death surfaces. The storyline highlights the importance of family bonds and the emotional turmoil that comes with unexpected tragedies.
1554,"Secret Adventures of Tom Thumb, The (1993)",1555,A tiny boy is kidnapped by a lab and seeks his father in a stop-motion adventure. He encounters peculiar beings and discovers a community of miniature humans.
1555,Condition Red (1995),1556,A prison guard falls for an inmate who wants to escape. This romantic drama is a story of forbidden love and the struggle to choose between love and duty.
1556,Yankee Zulu (1994),1557,"""Rhino and Zulu reunite as adults, but their friendship is tested when Zulu is wanted for a crime. They're caught up in a wild chase with a racist group and a lot of money. A story of friendship, betrayal, and adventure."""
1557,Aparajito (1956),1558,"A young boy named Apu and his mother move to a small Bengali village where Apu excels in school. He earns a scholarship to study in Calcutta, but his mother struggles with his growing independence. The story explores the bittersweet journey of a mother and son's love and separation."
1558,Hostile Intentions (1994),1559,"Three American women go on a wild partying spree in Mexico, encountering rough characters at every turn. The story is a thrilling adventure with a hint of danger and recklessness."
1559,Clean Slate (Coup de Torchon) (1981),1560,"In a French African colony, Lucien Cordier is a humiliated cop who turns into a vengeful angel. The movie portrays racialism and lust in a village full of blacks and whites."
1560,Tigrero: A Film That Was Never Made (1994),1561,"Sam Fuller revisits Brazil's Mato Grosso with Jim Jarmusch to find the village where he scouted for a movie 40 years ago. He shows the villagers his old film footage, bringing back memories and gratitude. The movie highlights the importance of preserving cultural heritage and nostalgia."
1561,"Eye of Vichy, The (Oeil de Vichy, L') (1993)",1562,The movie depicts the power of propaganda through official newsreels broadcasted during the Nazi Occupation of France. It highlights the issue of disinformation and the control of mass media.
1562,"Promise, The (Versprechen, Das) (1994)",1563,"In ""The Promise,"" Konrad and Sophie attempt a daring escape from East Berlin to Western Germany. Although the plan is successful, Konrad is left behind. Over the next 28 years, the two attempt to reunite, but are hindered by the Iron Curtain and the Stasi's monitoring. The film explores the exhausting fight for privacy, ideals, and self-respect in a country under political surveillance."
1563,To Cross the Rubicon (1991),1564,Two accomplished women in their 30s share a problematic history with men and an ex-lover. The movie explores the challenges faced by successful women in their personal lives.
1564,Daens (1992),1565,"Father Daens fights against child labor and poor working conditions in a textile town. He starts the Christian Democrats and is elected to Parliament, but faces a dilemma between his calling as a priest and a champion of workers. The movie also explores subplots of love, rape, and death."
1565,"Man from Down Under, The (1943)",1566,"An old Sergeant befriends two orphaned siblings in World War I and raises them. As adults, they fall in love, unaware that they are not siblings. This heartwarming film portrays the Sergeant's care and affection for the children, and the miracle that they can be together."
1566,Careful (1992),1567,"The German film, ""The Alpine Village,"" explores the repressed emotions of its characters in the 1800s. The parallel stories of lusting after family members lead to duels and suicides, all shot in an early German sonal film style. The film's atmosphere is tense and emotionally charged."
1567,Vermont Is For Lovers (1992),1568,"I'm sorry, but there is no storyline provided for me to analyze and generate a summary from. Please provide me with the necessary information."
1568,"Vie est belle, La (Life is Rosey) (1987)",1569,"In the heart of Kinshasa, Kourou dreams of becoming a singer while working for a club owner's wife. He falls for Kabibi, who wants to be a secretary. The club owner wants to marry Kabibi, but Mamou pushes her towards Kourou. Will Kourou win Kabibi's heart and fulfill his dream?"
1569,Quartier Mozart (1992),1570,"A girl meets a witch who transforms her into a man, fulfilling her curiosity about them."
1570,Touki Bouki (Journey of the Hyena) (1973),1571,"Mory and Anta, disillusioned with their lives in Senegal, dream of escaping to Paris. They concoct a plan to steal from a wealthy man and use the money to book passage on a ship to France."
1571,Wend Kuuni (God's Gift) (1982),1572,"Wend Kuuni, a mute child found by a peddler in pre-colonial times, is adopted by a loving family. He regains his speech after a tragic event. The movie revolves around the theme of family, love, and the importance of revealing one's painful past."
1572,Spirits of the Dead (Tre passi nel delirio) (1968),1573,"Three Poe short stories are adapted into films. ""Toby Dammit"" portrays a self-destructive English actor, ""Metzengerstein"" features a countess with a complicated relationship with a black stallion, and ""William Wilson"" tells the tale of a cruel Austrian student and his doppelganger."
1573,Pharaoh's Army (1995),1574,"During the Civil War, a Union captain and a Confederate farmer's wife are torn apart by loyalty and duty when he leads his cavalry to her farm to appropriate livestock. The film explores the tragedy and pathology of war, showing how good people can be driven to do bad things."
1574,"I, Worst of All (Yo, la peor de todas) (1990)",1575,"In Mexico, a brilliant nun Sor Juana Inés de la Cruz intrigues the viceroy and his wife with her poetry, but the prelate sees her as a symbol of European laxity. After the viceroy is replaced, Sor Juana faces envy and retribution, leading to her downfall as a great poet."
1575,"Hungarian Fairy Tale, A (1987)",1576,"A surreal and comic B&W film by Gyula Gazdag, follows Andris, an orphan's search for his non-existent father and Orban, a government clerk's struggle with oppressive bureaucracy."
1576,"Death in the Garden (Mort en ce jardin, La) (1956)",1577,"A wrongly accused adventurer shark is arrested by local police, causing diamond miners to revolt. They flee into the jungle and fight for their lives."
1577,"Collectionneuse, La (1967)",1578,"Adrien goes on vacation to a villa with his friend Daniel and a promiscuous woman named Haydée. Though initially disliked, Adrien becomes fascinated with her."
1578,Baton Rouge (1988),1579,"Antonio, a gigolo, conspires with a doctor to blackmail his wealthy lover Isabel. However, things take a turn when the body they thought was Isabel's husband turns out to be someone else's. The movie explores themes of deception, manipulation, and greed."
1579,Liebelei (1933),1580,"A cavalry lieutenant in Vienna ends his affair with a baroness when he falls for Christine, daughter of an opera violinist. But his past catches up with him when the baron finds out. A romantic drama set in early 20th century Vienna."
1580,"Woman in Question, The (1950)",1581,A woman's murder is viewed through the eyes of various people in this movie.
1581,T-Men (1947),1582,Two agents investigate a counterfeit gang in Los Angeles by infiltrating their Detroit-based mob. They join the gang to uncover the mastermind behind the scheme.
1582,"Invitation, The (Zaproszenie) (1986)",1583,"I'm sorry, but there is no storyline provided for me to analyze and generate a summary from. Please provide me with the necessary information."
1583,"Symphonie pastorale, La (1946)",1584,"A Swiss minister takes in a blind, half-crippled orphan and raises her with his children. As she grows up, the minister falls in love with her but hides his feelings behind religious interpretations. When the girl regains her sight, she realizes the truth and decides to end her life."
1584,American Dream (1990),1585,"""American Dream"" chronicles the 1985-86 Hormel strike in Minnesota. The local union, P-9, rejects a contract offer with a wage cut and hires a consultant to manage a media campaign against Hormel. Despite rank and file support, there's union in-fighting. The film asks if the strike was worth it for organized labor."
1585,Lashou shentan (1992),1586,"A detective in Hong Kong loses his partner during a police raid at a teahouse where gun smugglers are operating. As the smugglers battle for territory, a new recruit is enlisted to wipe out informants. The detective works with an inside man to get closer to the ring leaders."
1586,Terror in a Texas Town (1958),1587,"A farmer is murdered by a man hired to run him off his land for oil. His friend hides the killer's identity to protect his family. When the victim's son arrives, attitudes begin to shift."
1587,Salut cousin! (1996),1588,"In ""The Smugglers"", Alilo arrives in Paris to pick up a suitcase of dresses to smuggle back to Algiers. He stays with his cousin Mok and meets Fatoumata, his neighbor. The contrast between Alilo's old-country sweetness and Mok's big-city neuroses makes for an interesting story of love, debt, and music."
1588,Schizopolis (1996),1589,"The movie follows Fletcher Munson, a passive worker for a self-help corporation. After a promotion to speechwriter, he becomes emotionally distant from his wife, who is having an affair with his doppelganger. Meanwhile, a psychotic exterminator seduces lonely wives and takes explicit photographs."
1589,"To Have, or Not (1995)",1590,"""Alice"" is a romantic drama about a woman who leaves her mundane life for a fresh start in Lyon. There, she meets a depressed construction worker named Bruno, and they begin a romantic journey together."
1590,Duoluo tianshi (1995),1591,"Wong Chi-ming, an assassin, wants out of his life of crime. His last job and a jealous partner stand in his way. Meanwhile, Ho Chi-mo, a recently escaped prisoner, helps Charlie find her ex-boyfriend's new lover. Can redemption be found for these fallen angels?"
1591,"Magic Hour, The (1998)",1592,"I'm sorry, but there is no storyline provided for me to analyze and generate a summary from. Please provide me with the necessary information."
1592,Death in Brunswick (1991),1593,"A down-on-his-luck man, Carl, meets a beautiful Greek girl and gets a job as a cook. Accidentally killing a co-worker, he turns to his best friend for help in disposing of the body. A thrilling story of desperation and betrayal."
1593,Everest (1998),1594,"A team of climbers battles dangerous obstacles to ascend Mt. Everest in 1996. The movie depicts their preparation, trek, and successful return to Base Camp amidst avalanches, lack of oxygen, treacherous ice walls, and a deadly blizzard."
1594,Shopping (1994),1595,"Teens in a near-future British city try to make their mark while avoiding a rival gang. Their love for fast driving leads to dangerous joyriding and ram-raiding, with fatal consequences. The storyline highlights the negative impact of reckless driving on the community."
1595,Nemesis 2: Nebula (1995),1596,"In a world where humans are enslaved by cyborgs, a woman travels back in time to save her baby from termination. The child, named Alex, grows up and is targeted by a cyborg bounty hunter. Will Alex survive the threat and bring an end to the cyborg reign?"
